Gene Symbol,Chronic Module,Escape Module,Resolver Module,Intramodular Connectivity – Chronic,Intramodular Connectivity – Escape,Intramodular Connectivity – Resolver
PSMD4,c5,e9,r1,0.673,0.538,0.811
PSMD5,c10,e9,r9,0.288,0.447,0.419
PSMD6,c10,e9,r3,0.276,0.437,0.324
PSMD7,c10,e3,r9,0.489,0.399,0.565
PSMD8,c10,e5,r9,0.565,0.333,0.317
PSMD9,c10,e9,r9,0.461,0.539,0.348
PSME1,c8,e2,r2,0.959,0.600,0.792
PSME4,c3,e9,r3,0.616,0.569,0.455
PSMF1,c3,e9,r9,1.000,0.363,0.516
PSMG1,c3,e9,r9,0.752,0.347,0.433
PSMG2,c10,e1,r9,0.492,0.712,0.327
PSPC1,c10,e9,r9,0.318,0.450,0.300
PSTPIP1,c8,e8,r1,0.493,0.526,0.359
PTBP2,c10,e5,r3,0.238,0.373,0.320
PTBP3,c1,e9,r1,0.340,0.318,0.901
PTCD3,c10,e1,r9,0.217,0.359,0.247
PTDSS1,c10,e9,r9,0.435,0.278,0.272
PTEN,c8,e9,r9,0.404,0.416,0.456
PTGER4,c1,e5,r5,0.838,0.465,0.549
PTGES3,c1,e5,r9,0.325,0.373,0.337
PTMS,c8,e7,r9,0.517,0.434,0.281
PTOV1,c5,e9,r1,0.338,0.611,0.414
PTP4A1,c1,e9,r5,0.762,0.482,0.867
PTPN1,c8,e9,r8,0.512,0.294,0.226
PTPN12,c1,e9,r9,0.254,0.330,0.296
PTPN18,c8,e9,r9,0.771,0.552,0.569
PTPN22,c3,e2,r6,0.579,0.328,0.702
PTPN4,c1,e9,r9,0.212,0.397,0.436
PTPN6,c9,e2,r9,0.890,0.441,0.431
PTPN7,c3,e9,r9,0.624,0.532,0.308
PTPN9,c10,e8,r9,0.263,0.660,0.343
PTPRA,c10,e9,r3,0.277,0.841,0.387
PTPRCAP,c10,e9,r7,0.765,0.478,0.756
PTPRE,c10,e9,r9,0.260,0.473,0.429
PTS,c1,e9,r5,0.374,0.407,0.555
PTTG1,c10,e9,r9,0.605,0.530,0.213
PTTG1IP,c10,e9,r9,0.412,0.533,0.375
PUDP,c5,e9,r9,0.582,0.356,0.552
PUF60,c3,e2,r9,0.597,0.320,0.153
PUM1,c1,e9,r9,0.241,0.562,0.301
PUM2,c3,e9,r4,0.767,0.390,0.809
PURA,c8,e5,r4,0.128,0.486,0.569
PUS3,c10,e9,r9,0.422,0.510,0.270
PVRIG,c3,e9,r9,0.709,0.613,0.398
PXN,c10,e9,r1,0.408,0.413,0.418
PYCARD,c10,e6,r9,0.534,0.368,0.332
PYGB,c10,e9,r6,0.296,0.592,0.345
PZP,c1,e9,r9,0.281,0.498,0.119
QARS,c10,e9,r5,0.551,0.455,0.156
QDPR,c10,e5,r9,0.447,0.384,0.348
QTRT2,c3,e2,r9,0.539,0.322,0.203
R3HDM1,c9,e9,r9,0.732,0.558,0.441
R3HDM2,c7,e2,r9,0.183,0.295,0.348
RAB11A,c5,e9,r9,0.430,0.336,0.479
RAB1B,c1,e9,r9,0.202,0.468,0.291
RAB21,c1,e9,r9,0.221,0.448,0.227
RAB22A,c1,e2,r9,0.212,0.570,0.200
RAB26,c1,e2,r3,0.302,0.275,0.145
RAB27A,c6,e9,r4,0.639,0.673,1.000
RAB29,c1,e9,r3,0.316,0.673,0.456
RAB30,c10,e2,r5,0.340,0.202,0.423
RAB33A,c10,e5,r9,0.319,0.221,0.348
RAB33B,c2,e7,r3,0.230,0.277,0.305
RAB35,c10,e9,r1,0.295,0.503,0.323
RAB3GAP1,c8,e4,r3,0.113,0.744,0.203
RAB3GAP2,c3,e3,r3,0.458,0.604,0.735
RAB40B,c10,e2,r3,0.263,0.192,0.235
RAB5B,c1,e9,r2,0.528,0.411,0.507
RAB7A,c10,e9,r9,0.282,0.437,0.553
RAB8A,c8,e1,r9,0.513,0.566,0.241
RAB8B,c10,e9,r5,0.286,0.451,0.295
RAB9A,c10,e9,r3,0.502,0.426,0.310
RABAC1,c1,e5,r7,0.221,0.540,0.170
RABGAP1,c6,e9,r9,0.491,0.565,0.391
RABGEF1,c2,e9,r9,0.328,0.603,0.284
RABGGTA,c10,e9,r9,0.381,0.409,0.225
RABIF,c10,e9,r9,0.455,0.483,0.535
RAC1,c10,e6,r9,0.575,0.235,0.361
RAC2,c8,e2,r2,0.906,0.437,0.672
RACGAP1,c3,e9,r9,0.423,0.326,0.441
RAD1,c4,e9,r9,0.662,0.362,0.285
RAD17,c10,e7,r4,0.346,0.183,0.689
RAD23B,c10,e2,r1,0.301,0.404,0.705
RAD51C,c10,e5,r9,0.491,0.102,0.370
RAD54L2,c10,e5,r7,0.230,0.328,0.268
RAE1,c3,e3,r9,0.395,0.481,0.402
RALA,c3,e4,r9,0.721,0.577,0.326
RALGAPA1,c8,e2,r4,0.139,0.395,0.395
RALGAPB,c2,e9,r3,0.323,0.454,0.507
RALY,c10,e9,r7,0.627,0.306,0.190
RAN,c10,e9,r9,0.346,0.435,0.257
RANBP10,c3,e9,r9,0.342,0.435,0.100
RANBP2,c1,e2,r5,0.624,0.614,0.535
RANBP6,c10,e1,r9,0.266,0.470,0.462
RANBP9,c10,e2,r5,0.274,0.443,0.215
RANGAP1,c8,e5,r6,0.119,0.336,0.632
RANGRF,c10,e9,r9,0.422,0.410,0.357
RAP1A,c1,e9,r6,0.376,0.434,0.224
RAP1GAP2,c1,e9,r9,0.401,0.475,0.269
RAP1GDS1,c5,e9,r9,0.280,0.382,0.877
RAP2A,c7,e9,r1,0.323,0.334,0.891
RAPGEF1,c1,e5,r5,0.273,0.215,0.363
RAPGEF6,c1,e1,r3,0.297,0.296,0.390
RARRES3,c8,e9,r2,0.679,0.471,0.734
RARS,c2,e9,r3,0.596,0.397,0.369
RASA1,c1,e9,r5,0.671,0.438,0.434
RASGRP1,c3,e2,r3,0.467,0.728,0.589
RASGRP2,c1,e2,r9,0.534,0.244,0.195
RB1,c10,e9,r9,0.329,0.423,0.479
RB1CC1,c2,e2,r3,0.582,0.486,0.839
RBBP6,c2,e9,r3,0.566,0.452,0.664
RBBP8,c3,e2,r9,0.675,0.953,0.283
RBFA,c7,e2,r9,0.364,0.273,0.200
RBL2,c10,e9,r9,0.239,0.527,0.289
RBM12,c3,e9,r9,0.633,0.471,0.216
RBM12B,c1,e9,r3,0.289,0.670,0.221
RBM14,c8,e9,r9,0.126,0.611,0.433
RBM15,c3,e2,r1,0.512,0.229,0.393
RBM15B,c5,e9,r9,0.637,0.439,0.345
RBM22,c3,e9,r9,0.437,0.373,0.486
RBM23,c2,e9,r9,0.264,0.383,0.246
RBM26,c3,e2,r3,0.384,0.276,0.646
RBM28,c10,e2,r5,0.227,0.436,0.123
RBM38,c10,e9,r3,0.271,0.443,0.133
RBM42,c5,e9,r9,0.448,0.507,0.482
RBM7,c2,e9,r9,0.331,0.753,0.344
RBM8A,c9,e9,r9,0.497,0.444,0.683
RBMX2,c1,e9,r9,0.227,0.348,0.213
RBPJ,c3,e2,r6,0.884,0.954,0.480
RBX1,c2,e9,r9,0.356,0.398,0.280
RCBTB1,c1,e9,r9,0.269,0.493,0.396
RCBTB2,c7,e6,r9,0.236,0.316,0.293
RCE1,c1,e9,r9,0.221,0.466,0.119
RCHY1,c3,e9,r9,0.434,0.450,0.146
RCL1,c10,e9,r9,0.236,0.521,0.162
RCOR1,c2,e2,r5,0.392,0.809,0.185
RDH11,c1,e6,r9,0.352,0.418,0.456
RDH16,c2,e9,r9,0.241,0.368,0.172
RDX,c10,e9,r9,0.206,0.515,0.510
REC8,c10,e9,r9,0.369,0.393,0.437
RECQL,c10,e9,r9,0.213,0.300,0.716
REEP4,c3,e9,r9,0.377,0.385,0.173
REEP5,c1,e9,r9,0.348,0.436,0.453
REL,c1,e9,r5,0.455,0.443,0.518
RELA,c3,e2,r5,0.438,0.361,0.287
REPIN1,c1,e2,r9,0.209,0.324,0.210
RER1,c3,e9,r9,0.555,0.456,0.495
REV1,c3,e9,r9,0.268,0.388,0.391
REXO2,c10,e9,r9,0.271,0.399,0.417
RFC1,c2,e9,r3,0.389,0.369,0.419
RFC3,c10,e9,r9,0.353,0.585,0.340
RFC4,c1,e9,r1,0.265,0.457,1.000
RFC5,c10,e9,r7,0.478,0.377,0.246
RFTN1,c3,e9,r3,0.539,0.312,0.247
RFX5,c5,e5,r9,0.554,0.216,0.304
RFXAP,c3,e5,r9,0.433,0.363,0.401
RGCC,c1,e9,r5,0.822,0.508,0.865
RGS1,c1,e5,r5,0.415,0.912,0.628
RGS10,c3,e9,r9,0.680,0.490,0.376
RGS16,c1,e9,r5,0.470,0.425,0.537
RGS2,c1,e9,r5,0.468,0.567,0.660
RGS9,c1,e7,r9,0.575,0.513,0.301
RHBDD3,c10,e9,r3,0.196,0.717,0.165
RHBDF2,c10,e8,r1,0.251,0.743,0.319
RHEB,c3,e9,r5,0.359,0.497,0.443
RHOB,c1,e9,r8,0.641,0.554,0.283
RHOF,c10,e8,r9,0.428,0.288,0.181
RHOG,c10,e2,r9,0.632,0.224,0.166
RHOH,c10,e9,r5,0.256,0.515,0.468
RHOT1,c10,e7,r2,0.291,0.562,0.451
RIC8A,c2,e9,r9,0.346,0.332,0.238
RIF1,c3,e9,r3,0.679,0.718,0.498
RIN3,c9,e9,r9,0.531,0.413,0.173
RING1,c1,e9,r9,0.374,0.458,0.408
RINT1,c2,e2,r6,0.492,0.251,0.365
RIOK2,c10,e4,r3,0.281,0.421,0.259
RIOK3,c10,e4,r5,0.265,0.559,0.344
RIT1,c1,e2,r5,0.326,0.242,0.337
RLF,c2,e9,r5,0.322,0.467,0.495
RMDN1,c5,e9,r7,0.570,0.388,0.386
RMND1,c3,e9,r3,0.642,0.345,0.388
RMND5A,c2,e2,r3,0.302,0.451,0.312
RNASE6,c7,e7,r8,0.377,0.646,0.415
RNASEH1,c10,e9,r7,0.290,0.503,0.226
RNASET2,c10,e9,r5,0.235,0.442,0.187
RNF10,c1,e5,r3,0.196,0.457,0.261
RNF103,c2,e3,r5,0.459,0.487,0.276
RNF11,c10,e5,r5,0.261,0.486,0.311
RNF111,c3,e2,r9,0.466,0.382,0.348
RNF114,c3,e9,r9,0.498,0.666,0.305
RNF115,c10,e9,r3,0.253,0.569,0.208
RNF121,c3,e6,r9,0.544,0.427,0.119
RNF123,c10,e2,r9,0.265,0.334,0.291
RNF125,c1,e5,r5,0.352,0.567,0.351
RNF13,c10,e7,r9,0.213,0.655,0.355
RNF130,c7,e7,r8,0.323,0.412,0.893
RNF138,c7,e9,r5,0.184,0.476,0.357
RNF139,c1,e9,r5,0.427,0.485,0.449
RNF141,c3,e7,r5,0.274,0.623,0.131
RNF167,c10,e9,r2,0.434,0.492,0.475
RNF187,c10,e9,r9,0.524,0.397,0.406
RNF19A,c10,e9,r6,0.264,0.619,0.718
RNF219,c10,e7,r3,0.202,0.217,0.342
RNF34,c3,e5,r9,0.637,0.215,0.339
RNF40,c10,e9,r9,0.405,0.369,0.166
RNF41,c10,e2,r9,0.306,0.395,0.094
RNF44,c7,e9,r9,0.170,0.572,0.283
RNF6,c10,e9,r9,0.287,0.324,0.383
RNF7,c10,e9,r9,0.501,0.591,0.286
RNF8,c1,e9,r9,0.342,0.554,0.407
RNGTT,c1,e9,r3,0.242,0.447,0.475
RNMT,c10,e9,r5,0.254,0.415,0.364
RNMTL1,c5,e9,r5,0.306,0.501,0.105
RNPEP,c10,e4,r9,0.233,0.774,0.243
RNPS1,c5,e9,r9,0.378,0.429,0.377
ROCK1,c2,e1,r1,0.325,0.655,0.778
RPA1,c10,e9,r2,0.384,0.407,0.657
RPA2,c3,e9,r9,0.530,0.404,0.378
RPA3,c10,e9,r9,0.483,0.405,0.273
RPAP1,c1,e9,r9,0.280,0.737,0.219
RPARP-AS1,c10,e2,r9,0.361,0.263,0.381
RPE,c3,e9,r9,0.486,0.533,0.513
RPF1,c2,e9,r9,0.546,0.335,0.176
RPGR,c2,e3,r3,0.480,0.324,0.272
RPIA,c7,e9,r9,0.246,0.412,0.532
RPL10,c10,e9,r9,0.455,0.400,0.253
RPL22,c3,e9,r9,0.471,0.370,0.268
RPL8,c10,e5,r7,0.396,0.138,0.549
RPN1,c5,e5,r9,0.634,0.271,0.326
RPP30,c3,e2,r9,0.451,0.576,0.240
RPRD2,c10,e2,r3,0.252,0.359,0.320
RPS19,c8,e5,r7,0.335,0.364,0.682
RPS21,c10,e9,r9,0.242,0.517,0.300
RPS27L,c3,e9,r9,0.575,0.420,0.372
RPS4Y1,c1,e9,r9,0.545,0.268,0.170
RPS6KA1,c8,e9,r2,0.527,0.615,0.728
RPS6KA3,c10,e9,r9,0.313,0.375,0.555
RPS6KA4,c10,e9,r3,0.252,0.362,0.177
RPS6KB1,c1,e4,r3,0.422,0.187,0.178
RPS6KC1,c10,e9,r3,0.258,0.426,0.392
RQCD1,c3,e1,r9,0.536,0.405,0.142
RRAGA,c10,e2,r9,0.368,0.370,0.214
RRAGC,c1,e9,r9,0.285,0.336,0.219
RRAS2,c10,e9,r5,0.290,0.356,0.281
RRM1,c2,e3,r6,0.312,1.000,0.946
RRM2,c5,e9,r9,0.617,0.373,0.288
RRP15,c2,e9,r3,0.331,0.343,0.378
RRP1B,c7,e6,r9,0.231,0.349,0.256
RRP9,c1,e9,r3,0.196,0.409,0.119
RSAD2,c10,e7,r9,0.294,0.527,0.224
RSF1,c2,e9,r3,0.411,0.342,0.424
RSL24D1,c1,e9,r5,0.236,0.447,0.422
RSRC1,c7,e9,r1,0.252,0.400,0.732
RSRP1,c1,e9,r3,0.510,0.562,0.279
RSU1,c8,e2,r2,0.510,0.331,0.455
RTCB,c3,e5,r9,0.530,0.542,0.312
RTEL1,c10,e9,r3,0.197,0.490,0.221
RTF1,c10,e2,r3,0.308,0.647,0.264
RTFDC1,c5,e9,r9,0.331,0.385,0.509
RTN3,c3,e9,r9,0.228,0.396,0.513
RUBCN,c4,e9,r9,0.596,0.471,0.184
RUNX1-IT1,c3,e9,r9,0.404,0.569,0.228
RUNX2,c10,e9,r5,0.201,0.312,0.226
RUNX3,c2,e9,r5,0.603,0.453,0.365
RUVBL1,c1,e9,r1,0.225,0.503,0.590
RUVBL2,c10,e2,r4,0.358,0.260,0.523
RWDD1,c10,e2,r9,0.215,0.395,0.220
RWDD2B,c8,e6,r9,0.354,0.710,0.315
RWDD3,c10,e9,r9,0.318,0.437,0.570
RYBP,c2,e9,r6,0.502,0.396,0.525
RYK,c2,e9,r5,0.305,0.464,0.304
RYR1,c9,e2,r9,0.571,0.222,0.244
S100A10,c3,e9,r9,0.443,0.552,0.311
S100A11,c1,e9,r9,0.431,0.357,0.418
S100A12,c10,e7,r8,0.291,0.604,0.769
S100A13,c1,e9,r9,0.215,0.473,0.197
S100A4,c8,e2,r2,0.704,0.528,0.768
S100A6,c8,e2,r9,0.643,0.570,0.331
S100A8,c7,e7,r8,0.493,0.563,0.633
S100A9,c7,e7,r8,0.572,0.653,0.935
S100P,c10,e9,r3,0.217,0.456,0.160
S100PBP,c1,e9,r2,0.367,0.347,0.551
S1PR1,c8,e2,r6,0.145,0.609,0.742
S1PR4,c1,e9,r9,0.308,0.335,0.209
SAC3D1,c5,e9,r9,0.482,0.335,0.480
SACM1L,c10,e1,r3,0.329,0.656,0.513
SACS,c10,e9,r9,0.277,0.514,0.407
SAE1,c3,e9,r9,0.586,0.329,0.431
SAMD9,c7,e6,r3,0.313,0.341,0.337
SAMHD1,c9,e2,r2,0.809,0.404,0.716
SAMSN1,c2,e2,r6,0.258,0.663,0.729
SAP130,c3,e9,r9,0.552,0.355,0.238
SAP30BP,c1,e4,r5,0.313,0.490,0.214
SAP30L,c10,e9,r1,0.239,0.569,0.455
SAR1A,c1,e4,r5,0.434,0.614,0.358
SAR1B,c3,e4,r9,0.451,0.722,0.378
SARS,c10,e9,r9,0.389,0.499,0.309
SART3,c3,e3,r9,0.530,0.962,0.218
SASH3,c8,e9,r9,0.521,0.650,0.615
SAT1,c1,e9,r8,0.498,0.474,0.300
SATB1,c8,e9,r6,0.189,0.376,0.568
SAYSD1,c10,e5,r9,0.263,0.502,0.276
SBNO1,c2,e2,r3,0.274,0.364,0.393
SC5D,c8,e3,r5,0.180,0.876,0.207
SCAF11,c2,e2,r3,0.401,0.435,0.531
SCAF8,c1,e9,r3,0.513,0.347,0.470
SCAMP1,c3,e9,r9,0.532,0.387,0.549
SCCPDH,c5,e9,r3,0.343,0.519,0.278
SCFD1,c10,e1,r5,0.231,0.544,0.300
SCP2,c1,e6,r9,0.299,0.475,0.431
SCPEP1,c1,e9,r8,0.215,0.420,0.409
SCYL2,c3,e1,r6,0.344,0.685,0.510
SCYL3,c3,e2,r9,0.551,0.530,0.523
SDAD1,c1,e9,r3,0.197,0.347,0.297
SDF2,c3,e9,r4,0.571,0.381,0.762
SDHB,c10,e9,r9,0.304,0.366,0.347
SDHD,c10,e9,r9,0.392,0.529,0.365
SDR39U1,c10,e9,r9,0.319,0.457,0.292
SEC13,c5,e5,r9,0.374,0.193,0.267
SEC23A,c3,e5,r9,0.341,0.251,0.394
SEC23B,c2,e9,r9,0.428,0.485,0.261
SEC24A,c10,e4,r9,0.351,0.246,0.379
SEC24B,c2,e4,r3,0.672,0.342,0.550
SEC24C,c10,e2,r9,0.278,0.164,0.345
SEC31A,c10,e5,r3,0.325,0.762,0.427
SEC31B,c10,e9,r3,0.309,0.469,0.667
SEC61A1,c8,e5,r7,0.347,0.403,0.306
SEC61A2,c10,e1,r9,0.186,0.446,0.211
SEC61B,c5,e9,r9,0.570,0.420,0.243
SEC62,c2,e2,r3,0.381,0.535,0.457
SEC63,c2,e4,r3,0.390,0.601,0.392
SEH1L,c1,e2,r4,0.338,0.275,0.557
SEL1L3,c10,e9,r9,0.324,0.396,0.636
SELL,c10,e7,r9,0.426,0.556,0.453
SELPLG,c1,e9,r9,0.353,0.530,0.422
SEMA4C,c2,e9,r6,0.398,0.379,0.581
SEMA4D,c4,e2,r1,0.760,0.572,0.570
SENP2,c3,e9,r6,0.471,0.459,0.301
SENP5,c8,e2,r5,0.111,0.288,0.229
SENP7,c10,e6,r9,0.281,0.383,0.306
15-Sep,c1,e6,r9,0.364,0.780,0.473
SEPHS1,c10,e9,r9,0.459,0.569,0.419
SEPHS2,c10,e9,r9,0.581,0.594,0.353
11-Sep,c1,e9,r9,0.244,0.395,0.496
2-Sep,c8,e9,r9,0.126,0.446,0.310
6-Sep,c1,e9,r9,0.336,0.391,0.360
9-Sep,c7,e9,r9,0.255,0.685,0.255
SEPW1,c3,e9,r9,0.434,0.475,0.329
SERHL2,c1,e9,r9,0.501,0.476,0.218
SERINC3,c1,e5,r9,0.313,0.413,0.618
SERINC5,c10,e2,r9,0.240,0.190,0.507
SERP1,c10,e9,r9,0.281,0.606,0.257
SERPINA1,c7,e7,r8,0.816,0.664,0.820
SERPINB1,c6,e9,r9,0.638,0.436,0.567
SERPINB8,c10,e2,r6,0.439,0.193,0.557
SERPINB9,c3,e2,r9,0.676,0.360,0.195
SERTAD3,c10,e9,r7,0.396,0.454,0.315
SET,c10,e9,r9,0.519,0.415,0.528
SETD1B,c1,e9,r5,0.210,0.498,0.273
SETD2,c8,e2,r3,0.177,0.977,0.350
SETD3,c1,e6,r3,0.255,0.663,0.316
SETD5,c1,e5,r2,0.365,0.189,0.422
SETD6,c10,e2,r3,0.184,0.256,0.457
SETDB1,c4,e2,r9,0.664,0.403,0.301
SETX,c10,e9,r9,0.390,0.491,0.577
SF3A2,c5,e9,r9,0.453,0.393,0.335
SF3A3,c10,e9,r9,0.276,0.560,0.255
SF3B3,c10,e2,r9,0.381,0.362,0.237
SF3B5,c5,e9,r9,0.451,0.267,0.292
SFMBT1,c2,e9,r5,0.314,0.350,0.183
SFN,c10,e9,r9,0.225,0.405,0.146
SFSWAP,c10,e9,r3,0.291,0.359,0.114
SGF29,c3,e9,r9,0.466,0.553,0.257
SGK1,c1,e9,r5,0.729,0.397,0.804
SGPL1,c10,e9,r9,0.382,0.357,0.287
SGSM2,c1,e9,r9,0.397,0.459,0.097
SH2B3,c3,e9,r8,0.362,0.349,0.186
SH2D1A,c10,e2,r6,0.451,0.165,0.267
SH2D2A,c1,e9,r6,0.502,0.698,0.641
SH3BGRL,c8,e2,r2,0.551,0.574,0.523
SH3BP5,c1,e2,r2,0.386,0.499,0.621
SH3GLB1,c3,e9,r1,0.335,0.502,0.649
SH3YL1,c10,e1,r3,0.250,0.417,0.280
SHARPIN,c10,e9,r3,0.267,0.418,0.188
SHFM1,c5,e4,r9,0.558,0.260,0.256
SHMT2,c1,e9,r9,0.474,0.629,0.441
SIAH1,c10,e9,r5,0.230,0.548,0.154
SIDT2,c3,e1,r9,0.318,0.422,0.272
SIGIRR,c8,e2,r9,0.457,0.480,0.266
SIGMAR1,c10,e8,r7,0.341,0.730,0.217
SIK3,c10,e2,r6,0.261,0.403,0.527
SIKE1,c1,e9,r9,0.245,0.363,0.376
SIN3B,c10,e8,r9,0.205,0.533,0.137
SIPA1,c10,e9,r9,0.438,0.368,0.194
SIPA1L1,c4,e9,r9,0.719,0.616,0.178
SIRPG,c8,e9,r2,0.691,0.732,0.579
SIRT1,c2,e9,r5,0.583,0.404,0.377
SIT1,c10,e9,r2,0.423,0.387,0.527
SKAP1,c8,e8,r9,0.717,0.441,0.417
SKI,c10,e9,r5,0.196,0.323,0.321
SKIL,c10,e2,r6,0.234,0.556,0.642
SKIV2L2,c2,e9,r3,0.245,0.345,0.426
SKP1,c1,e9,r5,0.607,0.364,0.582
SLA,c3,e2,r6,0.757,0.978,0.708
SLAMF1,c1,e1,r9,0.287,0.525,0.460
SLBP,c10,e9,r9,0.371,0.560,0.217
SLC10A1,c7,e9,r5,0.233,0.460,0.218
SLC11A2,c10,e9,r4,0.201,0.588,0.466
SLC12A2,c1,e9,r9,0.289,0.573,0.202
SLC12A6,c10,e9,r9,0.255,0.314,0.308
SLC12A9,c5,e9,r9,0.412,0.437,0.173
SLC13A4,c10,e9,r3,0.175,0.405,0.184
SLC16A1,c10,e9,r5,0.328,0.469,0.243
SLC16A7,c1,e9,r2,0.263,0.668,0.501
SLC17A5,c10,e3,r9,0.229,0.755,0.249
SLC1A4,c3,e2,r9,0.963,0.342,0.166
SLC20A1,c1,e9,r5,0.663,0.381,0.292
SLC20A2,c1,e9,r9,0.221,0.470,0.225
SLC25A11,c10,e5,r9,0.427,0.283,0.245
SLC25A12,c10,e9,r3,0.469,0.426,0.314
SLC25A14,c10,e2,r1,0.403,0.430,0.753
SLC25A15,c10,e9,r9,0.224,0.564,0.376
SLC25A20,c1,e9,r9,0.292,0.411,0.579
SLC25A24,c10,e9,r9,0.633,0.395,0.727
SLC25A32,c3,e9,r3,0.494,0.480,0.441
SLC25A36,c2,e4,r5,0.419,0.378,0.418
SLC25A38,c10,e9,r5,0.218,0.418,0.242
SLC25A44,c1,e9,r9,0.279,0.553,0.273
SLC25A46,c1,e9,r4,0.288,0.368,0.705
SLC26A6,c1,e2,r3,0.387,0.214,0.161
SLC27A3,c10,e9,r9,0.413,0.411,0.265
SLC2A3,c1,e9,r5,0.405,0.592,0.947
SLC2A4RG,c8,e9,r5,0.420,0.384,0.230
SLC2A6,c10,e9,r3,0.184,0.536,0.235
SLC30A5,c3,e9,r4,0.336,0.354,0.484
SLC30A9,c4,e9,r3,0.816,0.441,0.244
SLC35A1,c3,e4,r9,0.447,0.529,0.600
SLC35A3,c2,e9,r5,0.430,0.386,0.343
SLC35E1,c3,e1,r6,0.581,0.745,0.671
SLC36A1,c1,e2,r3,0.222,0.297,0.285
SLC37A1,c1,e9,r9,0.269,0.614,0.093
SLC38A10,c1,e9,r7,0.285,0.446,0.198
SLC38A2,c1,e5,r5,0.849,0.653,0.648
SLC39A1,c10,e9,r9,0.357,0.492,0.247
SLC39A6,c10,e9,r9,0.281,0.420,0.386
SLC39A7,c10,e9,r9,0.256,0.376,0.405
SLC39A8,c8,e2,r6,0.201,0.809,0.677
SLC39A9,c8,e9,r9,0.115,0.381,0.353
SLC46A3,c5,e9,r9,0.313,0.405,0.462
SLC4A2,c10,e2,r7,0.273,0.358,0.195
SLC4A7,c3,e9,r9,0.501,0.459,0.496
SLC50A1,c1,e2,r9,0.248,0.297,0.295
SLC52A2,c5,e9,r9,0.425,0.505,0.247
SLC5A3,c8,e9,r9,0.121,0.429,0.314
SLC5A6,c1,e5,r5,0.301,0.507,0.349
SLC6A6,c4,e2,r9,0.450,0.479,0.153
SLC7A5,c8,e9,r5,0.143,0.428,0.272
SLC7A7,c7,e9,r8,0.489,0.347,0.576
SLC8B1,c1,e2,r3,0.314,0.247,0.086
SLC9A3R1,c8,e2,r9,0.375,0.249,0.550
SLCO3A1,c1,e9,r3,0.265,0.468,0.282
SLCO4A1,c4,e2,r6,0.825,0.342,0.826
SLF2,c1,e9,r9,0.346,0.376,0.472
SLFN12,c10,e3,r9,0.344,0.480,0.528
SLIRP,c10,e9,r9,0.330,0.390,0.439
SLK,c3,e9,r3,0.559,0.417,0.310
SLTM,c10,e9,r3,0.250,0.491,0.517
SMAD2,c1,e9,r9,0.285,0.392,0.455
SMAD7,c2,e5,r5,0.238,0.648,0.400
SMAGP,c7,e2,r9,0.381,0.352,0.296
SMARCA2,c9,e2,r9,0.412,0.449,0.347
SMARCA4,c7,e8,r9,0.232,0.856,0.232
SMARCA5,c2,e9,r3,0.188,0.564,0.438
SMARCC2,c8,e9,r9,0.465,0.371,0.201
SMARCD2,c3,e9,r9,0.528,0.405,0.368
SMARCE1,c7,e9,r9,0.388,0.385,0.729
SMC1A,c1,e9,r9,0.273,0.323,0.441
SMC3,c1,e9,r3,0.501,0.300,0.438
SMC4,c3,e9,r3,0.569,0.670,0.574
SMC5,c3,e9,r3,0.482,0.440,0.380
SMC6,c1,e9,r3,0.178,0.565,0.594
SMCHD1,c2,e2,r3,0.765,0.388,0.615
SMG1,c3,e5,r1,0.255,0.559,0.381
SMG7,c3,e9,r9,0.479,0.554,0.311
SMIM7,c10,e9,r7,0.410,0.463,0.299
SMNDC1,c10,e9,r9,0.350,0.471,0.314
SMU1,c10,e3,r5,0.198,0.654,0.372
SMURF2,c8,e2,r9,0.191,0.389,0.114
SMYD2,c6,e9,r9,0.598,0.636,0.447
SNAP29,c10,e3,r9,0.481,0.252,0.315
SNAPC1,c8,e9,r8,0.074,0.486,0.307
SNAPC3,c1,e9,r9,0.258,0.418,0.374
SND1,c10,e9,r9,0.669,0.381,0.364
SNHG17,c10,e9,r5,0.197,0.345,0.338
SNIP1,c1,e9,r5,0.267,0.424,0.369
SNORA25,c10,e9,r3,0.195,0.352,0.377
SNRNP200,c3,e4,r9,0.535,0.531,0.196
SNRNP25,c10,e9,r9,0.553,0.471,0.165
SNRNP27,c1,e9,r4,0.295,0.355,0.470
SNRNP35,c5,e9,r5,0.517,0.393,0.103
SNRPA,c8,e2,r9,0.481,0.277,0.331
SNRPB,c5,e9,r9,0.374,0.453,0.251
SNRPB2,c10,e2,r9,0.552,0.188,0.284
SNRPC,c10,e9,r9,0.453,0.300,0.265
SNRPD2,c10,e2,r9,0.757,0.233,0.295
SNRPD3,c10,e9,r9,0.739,0.390,0.237
SNRPF,c10,e3,r9,0.552,0.195,0.651
SNTB1,c1,e2,r9,0.386,0.567,0.324
SNTB2,c10,e9,r9,0.153,0.488,0.355
SNU13,c10,e9,r9,0.850,0.460,0.351
SNUPN,c1,e9,r9,0.282,0.414,0.374
SNW1,c2,e1,r5,0.410,0.675,0.147
SNX1,c5,e9,r2,0.519,0.380,0.539
SNX13,c10,e9,r3,0.230,0.711,0.366
SNX19,c10,e9,r9,0.283,0.469,0.459
SNX27,c10,e9,r9,0.304,0.366,0.591
SNX3,c10,e9,r9,0.487,0.379,0.398
